slug,displayName,email,website,teamType,serviceModel,heroImage,logoUrl,teamImage,pricesFound,socialsFound,status,missing
biuro-rachunkowe-taxo,Biuro Rachunkowe TAXO,kontakt@taxo-acc.pl,https://taxo-acc.pl,wieloosobowe,hybrydowo,https://www.taxo-acc.pl/wp-content/uploads/2023/08/TAXO_biale.png,https://www.taxo-acc.pl/wp-content/uploads/2023/07/logo_taxo_x2.png,https://www.taxo-acc.pl/wp-content/uploads/2024/02/Sandra-Kurpisz-Sliwa.png,3,yes,ready,
biuro-rachunkowe-value-business,Biuro Rachunkowe Value Business,biuro@valuebusiness.pl,https://valuebusiness.pl,wieloosobowe,hybrydowo,https://www.valuebusiness.pl/wp-content/gallery/onas/thumbs/thumbs_o_nas-1.jpg,https://www.valuebusiness.pl/wp-content/uploads/2018/11/cropped-logo.png,https://www.valuebusiness.pl/wp-content/uploads/2025/07/gl_1_przed-200x300.jpg,1,yes,ready,
biuro-rachunkowe-wera,Biuro Rachunkowe Wera,jan@gmail.com,https://wera360.pl,wieloosobowe,stacjonarnie,https://wera360.pl/wp-content/uploads/2017/01/18882287_1345454438895176_3965852120796158246_n.png,https://wera360.pl/wp-content/uploads/2018/09/wera_br_logo_512x512.png,https://wera360.pl/wp-content/uploads/2017/01/18882287_1345454438895176_3965852120796158246_n.png,5,yes,ready,
booq-sp-z-o-o,booq sp. z o.o,biuro@booq.com.pl,https://booq.com.pl,wieloosobowe,stacjonarnie,https://booq.com.pl/wp-content/uploads/2019/11/Żaneta-Sroka.jpg,https://booq.com.pl/wp-content/uploads/2020/07/booq-LOGO-HI-01.png,https://booq.com.pl/wp-content/uploads/2019/11/Żaneta-Sroka.jpg,1,yes,ready,
business-profit-biuro-rachunkowe,Business Profit Biuro Rachunkowe,biuro@profit-poznan.pl,https://profit-poznan.pl,wieloosobowe,hybrydowo,https://profit-poznan.pl/images/slider/slider-1.jpg,https://profit-poznan.pl/images/logo.png,https://profit-poznan.pl/images/slider/slider-1.jpg,1,yes,ready,
certyfikowane-biuro-rachunkowe-rzis-pl,Certyfikowane Biuro Rachunkowe RZIS.pl,kontakt@rzis.pl,https://rzis.pl,wieloosobowe,hybrydowo,https://rzis.pl/wp-content/uploads/2024/03/pkpir.jpg,https://rzis.pl/wp-content/uploads/2023/05/Logo_duze_po-korekcie2x.png,https://rzis.pl/wp-content/uploads/2024/03/zespol3.jpg,3,yes,ready,
honett-us-ugi-ksiegowe-donata-kochanska,HONETT usługi księgowe Donata Kochańska,d.kochanska@honett.pl,https://honett.pl,wieloosobowe,hybrydowo,https://honett.pl/wp-content/uploads/2025/09/Group-42.png,https://honett.pl/wp-content/uploads/2025/09/Logo-Full-Color.png,https://honett.pl/wp-content/uploads/bb-plugin/cache/Ksiegowosc-dla-spolek-z-o.o.-P.S.A-panorama-61deccbb25b99621f576a8b790a57824-en8hm0b5iogf.jpg,1,yes,ready,
in-plus-tax,IN PLUS TAX,biuro@inplustax.pl,https://inplustax.pl,wieloosobowe,stacjonarnie,https://www.inplustax.pl/app/uploads/2015/10/In_Plus_Tax_ksiegowosc_uproszczona_glowna.png,https://www.inplustax.pl/app/themes/inplustax/dist/images/inplustax.png,https://www.inplustax.pl/app/uploads/2015/10/In_Plus_Tax_ksiegowosc_uproszczona_glowna.png,4,yes,ready,
invoice-tax,Invoice-Tax,biuro@invoice-tax.pl,https://invoice-tax.pl,wieloosobowe,stacjonarnie,https://invoice-tax.pl/wp-content/uploads/2024/03/INVOICE-TAX-WHT.png,https://invoice-tax.pl/wp-content/uploads/2024/03/INVOICE-TAX.png,https://invoice-tax.pl/wp-content/uploads/2024/03/INVOICE-TAX-WHT.png,6,yes,ready,
kancelaria-gospodarcza-szatkowscy-i-wspolnicy-sp-z-o-o,Kancelaria Gospodarcza Szatkowscy i Wspólnicy Sp. z o.o,kancelaria@kancelariagospodarcza.eu,https://kancelariagospodarcza.pl,wieloosobowe,hybrydowo,https://kancelariagospodarcza.pl/wp-content/uploads/2023/11/pexels-karolina-grabowska-4386328-1.jpg,https://kancelariagospodarcza.pl/wp-content/uploads/2023/11/logo-kancelariagospodarcza-white-1.svg,https://kancelariagospodarcza.pl/wp-content/uploads/2023/11/pexels-karolina-grabowska-4386328-1.jpg,2,yes,ready,
kancelaria-podatkowa-andrzej-nowak-sp-z-o-o,Kancelaria Podatkowa Andrzej Nowak Sp. z o.o,biuro@anowak.com.pl,https://anowak.com.pl,wieloosobowe,hybrydowo,https://anowak.com.pl/wp-content/uploads/2025/01/O-nas-zdjecia-1-1024x1024.png,https://anowak.com.pl/wp-content/uploads/2025/02/1-1024x582.png,https://anowak.com.pl/wp-content/uploads/2025/10/KPAN-Ksiegowosc-1-1024x931.png,6,yes,ready,
kancelaria-rachunkowa-denarius-sp-z-o-o,Kancelaria Rachunkowa Denarius Sp. z o.o,kancelaria@denarius.com.pl,https://denarius.com.pl,wieloosobowe,hybrydowo,https://www.denarius.com.pl/images/zdalne_biuro_rachunkowe.jpeg,https://www.denarius.com.pl/templates/denariuspl_pl_2018/images/designer/a6314fef87abf3bef023836e6fea1451_logo.svg,https://www.denarius.com.pl/images/1.jpg,5,yes,ready,
kancelaria-us-ug-ksiegowych-tyniec-partnerzy,Kancelaria Usług Księgowych Tyniec & Partnerzy,biuro@kancelariatyniec.pl,https://kancelariatyniec.pl,wieloosobowe,hybrydowo,https://kancelariatyniec.pl/wp-content/uploads/2017/04/powody-3-1024x683.jpg,https://kancelariatyniec.pl/wp-content/uploads/2020/03/Logo-web-popr_Obszar-roboczy-1.svg,https://kancelariatyniec.pl/wp-content/uploads/2017/04/powody-3-1024x683.jpg,2,yes,ready,
magdalena-mielcarek,Magdalena Mielcarek,mielcarek@mmtax.pl,https://mmtax.pl,wieloosobowe,hybrydowo,https://mmtax.pl/wp-content/uploads/2021/11/linebgoverlay.png,https://mmtax.pl/wp-content/uploads/2021/11/cropped-logo-good-178x180.jpg,https://mmtax.pl/wp-content/uploads/2021/11/linebgoverlay.png,8,yes,ready,
optimum-accounting-office-poznan,OPTIMUM - Accounting Office Poznan,optimum@optimumbiuro.com.pl,https://optimumbiuro.com.pl,wieloosobowe,hybrydowo,https://optimumbiuro.com.pl/wp-content/uploads/2025/06/businesswoman-meeting-financial-advisor-discuss-bu-2025-03-23-19-38-15-utc-Large.jpeg,https://test.optimumbiuro.com.pl/wp-content/uploads/2025/06/szare-pom.png,https://optimumbiuro.com.pl/wp-content/uploads/2025/06/professional-business-team-using-digital-tablet-a-2024-11-26-21-23-55-utc-Large.jpeg,6,yes,ready,
pg-partner-gospodarczy,PG Partner Gospodarczy,zapytania@partner-gospodarczy.pl,https://partner-gospodarczy.pl,wieloosobowe,hybrydowo,https://partner-gospodarczy.pl/wp-content/uploads/sites/6/2024/03/biuro29_hero.png,https://partner-gospodarczy.pl/wp-content/uploads/sites/6/2024/03/logo-effekti.svg,https://partner-gospodarczy.pl/wp-content/uploads/sites/6/2024/03/effekti_hero.png,8,yes,ready,
sobieraj-i-kuzmin-sp-z-o-o-biuro-rachunkowe-poznan,Sobieraj i Kuźmin Sp. z o.o. Biuro rachunkowe Poznań,biuro@doradztwopodatkowe-sik.pl,https://doradztwopodatkowe-sik.pl,wieloosobowe,stacjonarnie,https://doradztwopodatkowe-sik.pl/wp-content/uploads/2023/09/hero-home.jpg,https://doradztwopodatkowe-sik.pl/wp-content/uploads/2023/09/logo-small.svg,https://doradztwopodatkowe-sik.pl/wp-content/uploads/2025/06/CIT-estonski.jpg,1,yes,ready,
taxcoach-sp-z-o-o-biuro-rachunkowe,TaxCoach Sp. z o.o. Biuro rachunkowe,ksiegowosc@taxcoach.pl,https://taxcoach.pl,wieloosobowe,hybrydowo,https://taxcoach.pl/img/sections/tax-office.jpg,https://taxcoach.pl/img/logo-tax-r/logo-white-r-min.png,https://taxcoach.pl/couch/uploads/image/nowa-oferta/strona-glowna/helvetica-4.png,6,yes,ready,
taxeo-accounting-office-poznan,Taxeo Accounting Office Poznań,biuro@taxeo.pl,https://gdansk.taxeo.pl,wieloosobowe,hybrydowo,https://gdansk.taxeo.pl/wp-content/uploads/2025/09/biuro-rachunkowe-1.jpg,https://gdansk.taxeo.pl/wp-content/themes/taxeo/images/logo.svg,https://gdansk.taxeo.pl/wp-content/uploads/2025/09/biuro-rachunkowe-74.png,6,yes,ready,
taxshield-biuro-rachunkowe-online,TaxShield Biuro Rachunkowe Online,biuro@taxshield.pl,https://taxshield.pl,wieloosobowe,hybrydowo,https://taxshield.pl/img/download/social.png,https://taxshield.pl/img/logo.svg,https://taxshield.pl/img/invoice.png,7,yes,ready,
accounting-office-rachunkovnia-sp-o-o,Accounting Office Rachunkovnia sp. O.o,biuro@rachunkovnia.pl,https://rachunkovnia.pl,wieloosobowe,hybrydowo,https://rachunkovnia.pl/photos/536/banner-online.jpg.jpg,https://rachunkovnia.pl/img/logo.png,https://rachunkovnia.pl/img/vat.png,2,no,needs_review,socials
ak-plus-biuro-rachunkowe-anna-klupczynska,AK-PLUS Biuro Rachunkowe Anna Klupczyńska,kontakt@biurorachunkowe-poznan.eu,https://biurorachunkowe-poznan.eu,wieloosobowe,hybrydowo,https://biurorachunkowe-poznan.eu/wp-content/uploads/2020/05/świadectwo-kwalifikacyjne-biuro-rachunkowe-Poznań-718x1024.jpg,https://biurorachunkowe-poznan.eu/wp-content/uploads/2020/04/AK-PLUS-Biuro-Rachunkowe-Anna-Klupczyńska-logo.png,https://biurorachunkowe-poznan.eu/wp-content/uploads/2020/05/pelna-ksiegowosc-poznan-biuro-rachunkowe.jpg,8,no,needs_review,socials
akama-dorota-wysocka,AKAMA Dorota Wysocka,akamapoznan@wp.pl,https://wysocka-biuro-rachunkowe.pl,wieloosobowe,stacjonarnie,https://www.wysocka-biuro-rachunkowe.pl/images/design/page/layout/3_1_orig.jpg,https://www.wysocka-biuro-rachunkowe.pl/images/design/page/layout/logo2_orig.png,https://www.wysocka-biuro-rachunkowe.pl/images/design/page/layout/1_orig.jpg,5,no,needs_review,socials
ankrys-us-ugi-ksiegowo-podatkowe-katarzyna-farbisz-ma-gorzata,Ankrys Usługi Księgowo-Podatkowe Katarzyna Farbisz Małgorzata,ankrys@poznet.pl,https://ankrysbiuro.pl,jednoosobowe,stacjonarnie,https://ankrysbiuro.pl/wp-content/uploads/2023/06/biuro-z-dokumentami-i-kontami-pienieznymi-1024x683.jpg,https://ankrysbiuro.pl/wp-content/uploads/2023/06/ankrys-logo-400x121-1.svg,https://ankrysbiuro.pl/wp-content/uploads/2023/06/praca-zespolowa-biznes-kobieta-rachunkowosci-pojecie-finansowe-w-biurze-1024x683.jpg,0,yes,needs_review,pricing
awm-zarzadzanie-rachunkowoscia-spo-ka-z-o-o,AWM Zarządzanie Rachunkowością Spółka z o.o,biuro@awmzr.pl,https://awmzr.pl,wieloosobowe,hybrydowo,https://awmzr.pl/wp-content/uploads/2015/01/banner-1-1.jpg,https://awmzr.pl/wp-content/themes/ams/assets/images/awm_logo.png,https://awmzr.pl/wp-content/uploads/2021/12/o-nas-mobile.png,0,yes,needs_review,pricing
biura-rachunkowe-kryzysowa-ksiegowa-i-wspolnicy-malwowa-ksiegowa-z,"Biura Rachunkowe Kryzysowa księgowa i wspólnicy, Malwowa, Księgowa z",biuro@kryzysowa-ksiegowa.pl,https://kryzysowa-ksiegowa.pl,wieloosobowe,stacjonarnie,https://www.kryzysowa-ksiegowa.pl/images/design/baner.jpg,https://www.kryzysowa-ksiegowa.pl/images/design/logo.png#joomlaImage://local-images/design/logo.png?width=379&amp;height=48,https://www.kryzysowa-ksiegowa.pl/images/design/slide-e.jpg,0,yes,needs_review,pricing
biuro-ksiegowe-point,Biuro księgowe POINT,gosiachwialkowska@gmail.com,https://poznanksiegowa.pl,wieloosobowe,stacjonarnie,https://poznanksiegowa.pl/wp-content/uploads/2016/07/biuro-rachunkowe-poznan.png,https://poznanksiegowa.pl/wp-content/uploads/2016/07/logo-ksiegowosc-point.png,https://poznanksiegowa.pl/wp-content/uploads/2016/07/ksiegowa-poznan-naramowice.png,1,no,needs_review,socials
biuro-rachunkowe-ad-plus,Biuro Rachunkowe AD-plus,biuro@ad-plus.pl,https://ad-plus.pl,wieloosobowe,hybrydowo,https://www.ad-plus.pl/wp-content/uploads/2015/10/Tablet-Mockup-Template2.png,https://www.ad-plus.pl/wp-content/uploads/2019/03/Logo-www-Biuro-Rachunkowe-Ad-Plus-Poznań-2.png,https://www.ad-plus.pl/wp-content/uploads/2015/10/Tablet-Mockup-Template2.png,0,yes,needs_review,pricing
biuro-rachunkowe-atp,Biuro rachunkowe ATP,p.harwazinski@atp.biz.pl,https://atpksiegowosc.pl,wieloosobowe,hybrydowo,https://atpksiegowosc.pl/wp-content/uploads/2023/06/Lawyer-Hero-Image-1-1.png,https://atpksiegowosc.pl/wp-content/uploads/2023/06/cropped-Logo-czarne-bez-tla.png,https://atpksiegowosc.pl/wp-content/uploads/2023/06/Lawyer-Hero-Image-1-1.png,0,yes,needs_review,pricing
biuro-rachunkowe-brkm,Biuro Rachunkowe BRKM,kontakt@brkm.com.pl,https://brkm.com.pl,wieloosobowe,hybrydowo,https://brkm.com.pl/wp-content/uploads/2023/05/stairs-gfe18cf50c_1920-1024x683.jpg,,https://brkm.com.pl/wp-content/uploads/2023/05/business-team2-990x1024.png,4,yes,needs_review,logo
biuro-rachunkowe-doradztwo-podatkowe,"Biuro Rachunkowe, doradztwo podatkowe",biuropoznan@kdpo.pl,https://kdpo.pl,wieloosobowe,stacjonarnie,https://kdpo.pl/wp-content/uploads/2015/01/biuro_r1.jpg,https://www.startbiznesdp.pl/img/logo_start_biznes.png,https://kdpo.pl/wp-content/uploads/2015/01/doradztwo_p1.jpg,7,no,needs_review,socials
biuro-rachunkowe-elzbieta-wawrzyniak,Biuro Rachunkowe Elżbieta Wawrzyniak,office@wawrzyniakbiuro.pl,https://wawrzyniakbiuro.pl,wieloosobowe,stacjonarnie,http://www.wawrzyniakbiuro.pl/wp-content/uploads/img/fk2.jpg,http://www.wawrzyniakbiuro.pl/wp-content/uploads/img/wawrzyniak_logo.png,http://www.wawrzyniakbiuro.pl/wp-content/uploads/img/fk2.jpg,1,no,needs_review,socials
biuro-rachunkowe-infi,Biuro rachunkowe Infi,biuro@infi.com.pl,https://infi.com.pl,wieloosobowe,hybrydowo,https://infi.com.pl/wp-content/uploads/2021/09/businessman-working-desk-with-using-calculator-computer-office-concept-accounting-finance.jpg,https://infi.com.pl/wp-content/uploads/2021/01/Logotyp-Infi-Long2020.png,https://infi.com.pl/wp-content/uploads/2021/09/top-view-business-team-during-meeting-conference-about-marketing-plan-office.jpg,0,yes,needs_review,pricing
biuro-rachunkowe-infinitum-ksiegowosc-e-commerce,Biuro Rachunkowe INFINITUM księgowość e-commerce,biuro@infinitum-biurorachunkowe.pl,https://infinitum-biurorachunkowe.pl,wieloosobowe,hybrydowo,https://infinitum-biurorachunkowe.pl/wp-content/uploads/2023/03/Ksiegowosc-ecommerce-POznan-1024x701.jpg,https://infinitum-biurorachunkowe.pl/wp-content/uploads/2024/10/biuro-rachunkowe.png,https://infinitum-biurorachunkowe.pl/wp-content/uploads/2023/03/Ksiegowosc-ecommerce-POznan-1024x701.jpg,0,yes,needs_review,pricing
biuro-rachunkowe-jw,Biuro Rachunkowe JW,biuro@biurorachunkowejw.pl,https://biurorachunkowejw.pl,wieloosobowe,hybrydowo,https://biurorachunkowejw.pl/images/pl/webpage_1/lsf2uzqp/element_3471/rwdMode_1/234x85/cik-baner.png,https://biurorachunkowejw.pl/images/pl/webpage_4/lsf2uyl3/element_3585/rwdMode_1/341x137/Biuro-Rachunkowe-JW-logo.jpg,https://biurorachunkowejw.pl/images/pl/layout_1/lsf2usag/element_181/0/rwdMode_4/640x359/Uslugi-ksiegowe-Pokrzywno-Nowe-Miasto-Poznan-i-okolice.jpg,8,no,needs_review,socials
biuro-rachunkowe-kaizen-mateusz-baczyk,Biuro rachunkowe KAIZEN Mateusz Bączyk,mateusz.baczyk@biuro-kaizen.pl,https://biuro-kaizen.pl,wieloosobowe,stacjonarnie,https://www.biuro-kaizen.pl/wp-content/uploads/2020/04/fot_mateusz.png,"https://sp-ao.shortpixel.ai/client/to_webp,q_glossy,ret_img/https://www.biuro-kaizen.pl/wp-content/uploads/elementor/thumbs/logo_h-1-oonhua542xxs4iqpxk2fndd1lyghkpv5083ofw2c2w.png",https://www.biuro-kaizen.pl/wp-content/uploads/2020/04/fot_mateusz.png,2,no,needs_review,socials
biuro-rachunkowe-kurdynowski-ksiegowosc-poznan,Biuro Rachunkowe Kurdynowski Księgowość Poznań,poznan@kurdynowski.pl,https://kurdynowski.com.pl,wieloosobowe,hybrydowo,https://kurdynowski.com.pl/wp-content/uploads/2026/02/image-95ca996c-0c91-4e5b-9637-3efa1cf6bb91.jpeg,https://kurdynowski.com.pl/wp-content/themes/kurdynowski/resources/assets/images//special-space-logo.svg,https://kurdynowski.com.pl/wp-content/uploads/2026/03/image-8bc15232-2759-4ada-876e-43db1628cbb5.jpeg,0,yes,needs_review,pricing
biuro-rachunkowe-lmb-office,Biuro Rachunkowe LMB Office,biuro@lmboffice.pl,https://lmboffice.pl,wieloosobowe,stacjonarnie,https://www.lmboffice.pl/images/design/banner_podstrona.webp,https://www.lmboffice.pl/images/design/logo.webp,https://www.lmboffice.pl/images/design/kategoria1.webp,0,yes,needs_review,pricing
biuro-rachunkowe-mk-paw-owscy,Biuro Rachunkowe MK Pawłowscy,biuromkpawlowscy@gmail.com,https://mkpawlowscy.com,wieloosobowe,hybrydowo,https://mkpawlowscy.com/images/pl/webpage_24/mhetkuhe/element_592/rwdMode_4/640x824/unsplash-image.webp,https://mkpawlowscy.com/files/dynamicContent/sites/qpsr7x/images/pl/layout_3/m2vqprr3/element_588/base_logo_transparent_background.png,https://mkpawlowscy.com/images/pl/webpage_24/mhetkuhe/element_592/rwdMode_4/640x824/unsplash-image.webp,2,no,needs_review,socials
biuro-rachunkowe-poznan-drd,Biuro Rachunkowe Poznań DRD,biuro@drd.pl,https://drd.pl,wieloosobowe,hybrydowo,https://www.drd.pl/img/drd20_baner.png,https://www.drd.pl/web/img/logo_kolor_new_up.png,https://www.drd.pl/web/img/opt34.jpg,6,no,needs_review,socials
biuro-rachunkowe-poznan-jozwicki-partners,Biuro Rachunkowe Poznań Jóźwicki & Partners,kontakt@mjn-jozwicki.pl,https://mjn-jozwicki.pl,wieloosobowe,stacjonarnie,https://jp-group.pl/wp-content/uploads/2019/11/mjn-og.jpg,https://jp-group.pl/wp-content/themes/mjn-template/images/logo.png,https://jp-group.pl/wp-content/uploads/2019/11/mjn-og.jpg,0,yes,needs_review,pricing
biuro-rachunkowe-poznan-kz,Biuro Rachunkowe Poznań KZ,biuro@brkz.pl,https://brkz.pl,wieloosobowe,hybrydowo,https://www.brkz.pl/wp-content/uploads/skala-wystajaca-z-morza.jpg,https://www.brkz.pl/wp-content/uploads/biuro-rachunkowe-kinga-zeidler-logo.png,https://www.brkz.pl/wp-content/uploads/ksiegowy-pracujacy-przy-biurku.jpeg,1,no,needs_review,socials
biuro-rachunkowe-pro-progress,Biuro rachunkowe Pro Progress,biuro@proprogress.pl,https://proprogress.pl,wieloosobowe,stacjonarnie,https://www.proprogress.pl/wp-content/uploads/2015/01/inwentaryzacja.jpg,https://proprogress.pl/wp-content/uploads/2015/03/logo_wzpl_new-01.jpg,https://www.proprogress.pl/wp-content/uploads/2015/01/ksiegowosc.jpg,1,no,needs_review,socials
biuro-rachunkowe-punkt-sp-z-o-o,Biuro Rachunkowe PUnKT Sp. z o.o,biuro@brpunkt.pl,https://brpunkt.pl,wieloosobowe,hybrydowo,https://brpunkt.pl/wp-content/uploads/2015/02/start.jpg,https://brpunkt.pl/wp-content/uploads/2020/05/logo_200x50.png,https://brpunkt.pl/wp-content/uploads/2015/02/start.jpg,5,no,needs_review,socials
biuro-rachunkowe-stefanska-anna,Biuro Rachunkowe Stefańska Anna,annast@op.pl,https://biurorachunkowe-stefanska.pl,wieloosobowe,stacjonarnie,https://www.biurorachunkowe-stefanska.pl/images/design/page/layout/banner.jpg,https://www.biurorachunkowe-stefanska.pl/images/design/logo-group-1.png,https://www.biurorachunkowe-stefanska.pl/images/design/page/layout/slider-1.jpg,1,no,needs_review,socials
fakturtax-biuro-rachunkowe-poznan,FakturTax biuro rachunkowe Poznań,kontakt@fakturtax.pl,https://fakturtax.pl,wieloosobowe,hybrydowo,https://fakturtax.pl/images/pl/webpage_1/mmdhjq5d/element_24140/rwdMode_4/640x471/biuro-rachunkowe-poznan.webp,https://fakturtax.pl/images/pl/webpage_1/mmdhjq5d/element_7634/LOGO-ZR-PION-KOLOR-png.png,https://fakturtax.pl/images/pl/webpage_144/mmdhjj33/element_18291/rwdMode_4/322x268/zmiana-ksiegowego-w-Poznaniu.webp,8,no,needs_review,socials
ferma-cyfr,Ferma Cyfr,fermacyfr@fermacyfr.pl,https://fermacyfr.pl,jednoosobowe,stacjonarnie,http://www.fermacyfr.pl/wp-content/uploads/2021/10/plansza-informacyjna-PFR-poziom.png,http://www.fermacyfr.pl/wp-content/uploads/2018/02/logo-fermacyfr.png,http://www.fermacyfr.pl/wp-content/uploads/2021/10/plansza-informacyjna-PFR-poziom.png,1,no,needs_review,socials
g-tax,G-TAX,biuro@g-tax.pl,https://g-tax.pl,wieloosobowe,stacjonarnie,https://g-tax.pl/wp-content/uploads/2015/11/gtax-2.png,https://g-tax.pl/wp-content/uploads/2015/11/gtax-1.png,https://g-tax.pl/wp-content/uploads/2015/11/gtax-2.png,4,no,needs_review,socials
jan-pietrzak,Jan Pietrzak,biuro@ksiegowyna6.pl,https://ksiegowyna6.pl,wieloosobowe,hybrydowo,https://ksiegowyna6.pl/wp-content/uploads/2019/06/feature2-free-img-1.png,https://ksiegowyna6.pl/wp-content/uploads/2023/02/logo-poziom2.png,https://ksiegowyna6.pl/wp-content/uploads/2019/06/feature2-free-img-1.png,1,yes,needs_review,phone
kancelaria-centrum,Kancelaria Centrum,biuro@kancelariacentrum.pl,https://kancelariacentrum.pl,wieloosobowe,hybrydowo,https://res.cloudinary.com/kancelaria-centrum/image/upload/fl_progressive/v1614646311/centrum/headers/centrum_office_krk_awetvy.webp,,https://kancelariacentrum.pl/wp-content/uploads/2023/02/hd-wallpaper-gbdbb729d8_1280-360x225.jpg,2,yes,needs_review,logo
kancelaria-doradcy-podatkowego-anna-cegielska,Kancelaria Doradcy Podatkowego Anna Cegielska,biuro@acega.pl,https://acega.pl,wieloosobowe,hybrydowo,https://acega.pl/images/new/banner_acega_v2.jpg,https://acega.pl/images/logo.jpg,https://acega.pl/images/new/Uslugi_ksiegowe_male.png,8,no,needs_review,socials
kancelaria-podatkowa-sas-tax,Kancelaria Podatkowa SAS TAX,biuro@sastax.pl,https://sastax.pl,wieloosobowe,hybrydowo,https://sastax.pl/wp-content/uploads/2021/02/economist-office-1.jpg,https://sastax.pl/wp-content/uploads/2021/02/logo-sas-tax.svg,https://sastax.pl/wp-content/uploads/2021/03/ksiegowosc-online.jpg,0,yes,needs_review,pricing
